0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.156612352309271508e+00,8.091678276513894374e+00,7.409325832679891199e+00,8.245851718109250328e+00,9.622069698036799679e+00,-6.471452458120897644e-01
1.159471218583762386e+01,1.246826877739127148e+01,1.145803515840961317e+01,1.275730405688553581e+01,1.411880598799992015e+01,3.762615421279680739e+00
8.423548707944302549e+00,9.412145494176327176e+00,7.840554359744309920e+00,9.403087212775753656e+00,1.072936333135031006e+01,4.309286604110944552e-01
1.153178841322319181e+00,-5.870462578200903003e+00,-5.639206533057754100e+00,-5.864084846110096727e+00,-8.002902219124445438e+00,-7.263872437792639580e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.153180708914385066e+00,-7.748306113890857993e+00,-5.376076959156026014e+00,-5.032758280372750193e+00,-9.000570909486603099e+00,-1.170377059021752153e+01
4.249480303635904122e+00,-5.465137085332670175e+00,-2.273239088137335440e+00,-5.514086300884156522e+00,-7.162560974508361156e+00,-8.137268647088415463e+00
9.622069208243690497e+00,-2.349281731468661150e+00,-2.655592127445220996e+00,-2.383811987642824981e+00,-6.134783536031145346e+00,-5.575353339974715716e+00
5.302522542308184761e+00,-5.589998021935688399e+00,-5.712406860334674263e+00,-5.139211506770696047e+00,-8.908763771078241689e+00,-9.816516939967943500e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.366184586687159808e+00,-3.185633255355085236e+00,-2.552377426428548368e+00,-4.103107145283791724e+00,-9.269065501749299330e+00,-9.051524692058400490e+00
3.207002339405129909e+00,-7.117108376696201333e+00,-5.311524750480842272e+00,-5.885329061389056093e+00,-1.061234560352270151e+01,-9.111584432115044763e+00
5.302519213375016527e+00,-2.844481434368772099e+00,-4.601390303704205209e+00,-2.828843205060383781e+00,-5.410473808828732523e+00,-5.768404258947941621e+00
